0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,post_id,category_id
0.016009226,-0.048656024,-0.015899228,-0.029360129,-0.016618147,0.07622666,-0.08397334,0.023360927,0.028040614,0.046174854,0.015267938,0.011464638,-0.072920226,-0.06891464,-0.022596093,-0.037543416,0.02907642,0.008165926,0.06887622,0.010365792,0.006955511,-0.030410344,-0.059151594,-0.056442473,-0.006240424,-0.05761571,0.09621894,0.036552053,0.04145634,-0.058162548,0.0022547361,-0.1484755,-0.063450344,-0.11182069,-0.07099286,0.11487735,-0.031448655,-0.099380076,0.023888597,-0.028661478,0.13036527,-0.008014534,0.0404035,-0.07748222,-0.027676528,0.08042613,0.031193208,0.120131455,0.025050895,0.055252094,-0.009737168,0.00065639056,-0.019432364,-0.021037567,-0.008661756,-0.09747898,0.13081428,0.03466043,0.04713452,0.052582525,-0.16355254,-0.039366957,-0.006832296,0.0782738,-0.12992555,-0.010323909,0.061864257,-0.06859216,-0.0022179447,0.033595987,-0.11463316,-0.060757674,-0.052461665,0.049359154,-0.09855495,0.007434856,-0.04146398,0.024450459,0.0014301534,-0.06176731,-0.06778515,0.07429892,-0.037945453,-0.016003255,0.04591871,-0.08900895,0.039899573,-0.035136092,-0.04871709,-0.024689425,-0.04493303,-0.015174926,0.16346814,0.004099712,-0.13983238,0.04340066,0.042782485,-0.124175526,-0.073022306,0.076901115,-0.01803612,-0.02034469,0.04300508,0.015707709,-0.0019697528,-0.06408403,0.0066539496,-0.0378986,0.010388303,0.051956847,0.12702128,0.026308414,0.043752413,-0.10050521,0.06283893,0.17246994,-0.00900347,0.06954816,0.06989706,-0.030415524,-0.018843777,-0.027079042,0.14009218,0.018823452,0.03268253,0.123165675,-0.038308512,-0.0014354624,11,2
-0.025572434,-0.050804324,0.026145661,-0.032453157,-0.020203497,0.04546938,-0.09453687,0.046563923,0.0032495372,0.03369271,0.016228342,0.009702778,-0.028548349,-0.07391005,-0.014299303,-0.019503288,0.056656253,0.05176037,0.027822098,-0.003026329,-0.039226346,-0.00025963038,-0.04557658,-0.052259173,-0.002775535,-0.07054734,0.093706965,0.044844955,0.08453369,-0.039462082,0.020787321,-0.19793037,-0.0826363,-0.11797153,-0.044031173,0.11010279,-0.0626265,-0.055003554,-0.005255133,0.004798468,0.19276038,-0.06363303,0.04539077,-0.07293496,-0.061055467,0.09543574,0.0012964457,0.14326501,-0.00045144,-0.0019481583,-0.0065342085,0.049389515,-0.050007947,-0.035831835,0.027428024,-0.09257761,0.085682005,0.0025045061,0.031791434,0.045538463,-0.13925308,-0.06838511,-0.01039839,0.08359781,-0.15811662,-0.04372026,0.03459354,-0.053549465,-0.015307743,0.02593838,-0.133883,-0.03298267,-0.036481205,0.079909384,-0.090964794,0.016722053,-0.08636664,0.068198696,0.00079704187,-0.07427515,-0.062623486,0.08685627,-0.05269841,-0.04356621,0.055623133,-0.05884044,0.081220165,-0.022552248,-0.05772368,0.013205603,0.04032567,-0.018021824,0.14609489,-0.008063618,-0.1310501,0.037933968,0.069523126,-0.13854004,-0.056764446,0.040229283,0.0005323291,-0.005018816,0.07520548,0.008043103,-0.089822546,-0.08937952,0.005971918,-0.039095208,0.012542387,0.121737026,0.10272767,0.0030733459,0.021699283,-0.11016368,0.05438978,0.14843749,0.04739204,0.10114384,0.031564813,-0.0266052,-0.023886263,-0.037105955,0.1405417,0.016944632,0.044918302,0.13749984,-0.04135539,-0.037712995,12,2
0.0044723586,-0.058145255,0.008200636,-0.016540064,0.006002184,0.04889848,-0.09688047,0.035873186,0.003568856,0.054658346,-0.0069087856,-0.021717763,-0.06954387,-0.08546593,0.009937219,-0.027910465,0.04114361,-0.0039952174,0.041182145,0.0045602787,-0.03275655,-0.017779926,-0.04568585,-0.025861109,0.008816589,-0.08114654,0.04449432,0.037881408,0.08636559,-0.042653076,0.017876768,-0.15547325,-0.08685899,-0.11062394,-0.06735279,0.07028942,0.0055463463,-0.046168663,0.007964274,-0.0058711953,0.16532215,-0.026222728,0.033922803,-0.07549181,-0.056174688,0.08579165,0.012644824,0.117656134,0.032113083,0.001479065,-0.042681243,0.016570328,-0.038598422,-0.064884484,0.020759428,-0.095627405,0.08079263,0.032400116,0.0021172538,0.028353471,-0.13734654,-0.050247114,-0.03128481,0.06150913,-0.14251623,-0.0020324588,0.05679413,-0.02546874,0.0010026172,-0.0032067718,-0.14072493,-0.07053345,-0.02687817,0.05686065,-0.051675506,0.045463275,-0.058341738,0.04748207,0.0028003706,-0.0636035,-0.08871582,0.06295494,-0.020180468,-0.007153535,0.03263813,-0.05796579,0.053179,-0.016395107,-0.027739638,-0.025438257,0.012135886,-0.06591939,0.16063218,0.011578541,-0.1540387,0.03211043,0.036203753,-0.109240614,-0.075979546,0.07387611,0.0130921025,-0.017201457,0.041087534,-0.030182566,-0.029131833,-0.05208966,0.00909698,-0.07692706,0.0104483655,0.09301348,0.10442868,-0.017140508,0.02382093,-0.0988461,0.053847827,0.14493199,-0.012410358,0.056258123,0.020707373,-0.02403627,-0.021976141,-0.036301017,0.107374415,0.008020233,0.011035679,0.09226647,-0.03988765,-0.0035880432,13,2
-0.014185613,-0.052787095,0.018885912,-0.03670706,0.01315717,0.08169189,-0.072395176,0.049531877,0.020111736,0.05057898,0.02290579,0.039677378,-0.054912433,-0.05220922,-0.001676809,-0.03520443,0.056801327,-0.000647299,0.063397065,0.007419659,0.0017327527,-0.009136794,-0.06095147,-0.052319337,-0.0057626925,-0.06045184,0.09545477,0.02687504,0.09342712,-0.040512286,0.017654803,-0.17574896,-0.08157454,-0.12035827,-0.044645377,0.13798982,-0.08866581,-0.054699223,0.0088182725,0.0025986247,0.20828006,-0.05569478,-0.016366258,-0.07815503,-0.040060446,0.09437059,0.032417383,0.12813926,-0.02490321,0.022307243,-0.014999308,0.021833742,-0.05399158,-0.0066013616,0.018166993,-0.1327767,0.13635486,0.025549732,0.07290591,0.013992451,-0.14697334,-0.058744393,-0.026697556,0.10673629,-0.1570727,-0.03871284,0.020872395,-0.07290292,-0.00912505,0.02336625,-0.10817498,-0.034202076,-0.051237445,0.06769356,-0.10614624,-0.014766943,-0.1080949,0.055329222,-0.026168726,-0.054050088,-0.10060975,0.099227995,-0.053102374,-0.043586444,0.03896925,-0.068590306,0.070973195,0.0013981462,-0.044819467,0.004837442,-0.0013210773,-0.0018096082,0.1522401,-0.0041196607,-0.09520422,0.03985221,0.058802657,-0.1316452,-0.02099967,0.07105432,-5.672872e-05,-0.013561554,0.05415202,0.024486288,-0.06854361,-0.105242476,-0.010426335,-0.0033110976,0.022040104,0.119239025,0.108044595,0.021153916,0.036182612,-0.15297756,0.05455475,0.16314934,0.030960185,0.069862485,0.052942764,-0.009157666,-0.02984862,-0.0012484789,0.16866338,0.03192766,0.049590036,0.14009966,-0.047205433,-0.053387336,14,2
-0.018638046,-0.075453095,-0.00040323427,-0.029083075,0.019736897,0.10216138,-0.08087656,0.063434355,0.029306572,0.060817875,0.046512082,0.029361963,-0.076992825,-0.06684069,-0.004194014,-0.044026095,0.064528294,0.0026489086,0.054696277,0.0049478114,0.00150833,-0.012782443,-0.09093826,-0.02613149,0.02318687,-0.07745305,0.09104338,0.045610882,0.06343229,-0.07168251,0.026366059,-0.16979925,-0.091316156,-0.115700096,-0.047689296,0.11528526,-0.025833912,-0.06963167,0.016238395,-0.0056707337,0.16760245,-0.055687197,0.053899072,-0.058248412,-0.028519595,0.09218478,0.05304992,0.14360392,0.020626904,0.029890765,0.005910119,0.048022687,-0.04791066,-0.036376588,-0.020829352,-0.112222195,0.12174598,0.027507432,0.03615883,0.012023128,-0.12952566,-0.02438677,-0.024355737,0.12614809,-0.13820118,-0.021632059,0.01359126,-0.046822704,-0.0019632503,0.037820403,-0.10320572,-0.042574435,-0.010406185,0.074889496,-0.08416116,0.010109849,-0.08866352,0.03741808,-0.017847523,-0.08046088,-0.06770027,0.083609186,-0.019359134,-0.0024177278,0.030196816,-0.09167513,0.02758491,-0.030627694,-0.03848491,0.019316606,0.004358344,-0.02103426,0.1924165,0.008004088,-0.111571625,0.039013892,0.055523932,-0.138637,-0.039066818,0.07457606,0.009302959,-0.015460698,0.051265143,-0.01250324,-0.054869615,-0.08170208,-0.009213533,-0.029011022,0.06469678,0.11608412,0.12725048,0.029948551,0.05415304,-0.10116181,0.029514626,0.10902068,-0.0061763893,0.0803263,0.08786629,-0.0270704,-0.04151899,-0.038294032,0.14445515,0.034541823,0.009777896,0.1208473,-0.053398736,-0.04371116,15,2
-0.0052570775,-0.017047457,0.0036723162,-0.033027805,-0.03417554,0.03550932,-0.08370544,0.042139977,-0.042813946,0.026822679,0.019652471,0.021997146,-0.055467676,-0.06055582,-0.01466183,-0.035839338,0.049975574,0.058406126,0.0284189,0.02187921,-0.013365001,-0.030253481,-0.006341215,-0.09605533,-0.04166484,-0.036980316,0.08913013,0.046075657,0.04072189,-0.009319177,0.015949745,-0.17430267,-0.11362408,-0.07852953,-0.03536478,0.13395432,-0.09926297,-0.058042508,-0.0003106268,-0.024801377,0.18958282,-0.028864063,0.028240826,-0.08094661,-0.01949119,0.10174863,0.0060865916,0.07666741,-0.02349252,0.010806322,-0.03655173,0.0325176,-0.04198555,0.01915684,-0.012866734,-0.0956264,0.052189305,0.044482216,0.04357492,0.07718528,-0.12846951,-0.0556644,0.012397813,0.059649747,-0.10190007,-0.044194493,0.023460478,-0.065814056,-0.024981823,0.024002135,-0.12333518,-0.026245333,-0.045213107,0.052444126,-0.102576725,-0.027444866,-0.07765801,0.051670816,-0.010731097,-0.0024366044,-0.051973984,0.06503262,-0.030155156,-0.06623869,0.059236504,-0.047678545,0.070529215,-0.0062202774,-0.05684562,0.006668005,-0.0018175691,-0.019542707,0.12830243,0.001598753,-0.10244307,0.0524425,0.035800777,-0.15076733,-0.046889868,0.039341625,0.036601402,-0.010645063,0.050349507,0.026025593,-0.05316604,-0.10064849,0.0023435391,-0.05246097,0.020625388,0.06709335,0.123302475,0.03562958,-0.021147117,-0.12498197,0.034796327,0.16519032,0.060554862,0.09539954,0.010479986,-0.020496499,-0.017301356,-0.0026078932,0.10151911,0.015239224,0.02691434,0.15989639,0.002492617,-0.059790276,16,2
0.008992409,-0.035329968,0.020612512,-0.046217985,-0.0010317788,0.035799224,-0.07839642,0.060144164,0.0028625708,0.01449547,0.010333436,0.009234126,-0.056266926,-0.041159958,-0.034610614,-0.025579318,0.026033953,0.03155051,0.042242207,-0.015928198,-0.023649089,-0.033409953,-0.03660769,-0.06588152,-0.031816624,-0.05026548,0.101074755,0.004705455,0.053712793,-0.03618122,-0.027913159,-0.13350408,-0.104309976,-0.106253326,-0.043653514,0.090234764,-0.075230405,-0.066729546,0.0125012435,-0.050239045,0.16705605,-0.036763445,0.028616956,-0.08646664,-0.03800816,0.08847977,0.027024258,0.12480156,-0.006204838,0.02891802,-0.03756446,0.0023433864,-0.017085895,-0.0038199648,0.028361147,-0.11633471,0.08525985,0.029815141,0.0455421,0.06994695,-0.1267524,-0.06191193,0.0064610057,0.0782707,-0.1202642,-0.0060319602,0.049301025,-0.07204192,0.02089331,0.016560592,-0.102861516,-0.06524366,-0.066806294,0.04339122,-0.09915777,-0.0019726977,-0.058862083,0.013532244,0.004781589,-0.052816376,-0.09861621,0.090360865,-0.0327732,-0.08949633,0.03776212,-0.061736733,0.0786445,-0.03316233,-0.05676701,-0.0020333156,-0.029779002,-0.019598987,0.1318216,0.018510398,-0.1311294,0.039285265,0.03952846,-0.12140607,-0.03629135,0.05693949,-0.0073947497,-0.016822997,0.077327766,0.005609777,-0.036523044,-0.064389944,0.019876795,-0.041151106,-0.0019860389,0.08968691,0.099884406,0.002110798,0.046889592,-0.11416614,0.06693536,0.17915548,0.037679978,0.06464585,0.021529753,-0.034969814,-0.0032222145,-0.008677598,0.15084867,0.035786316,0.072838135,0.124807775,-0.031291682,-0.025866322,17,2
-0.00494106,-0.053869218,0.009394322,-0.034304433,0.0076786242,0.10029586,-0.07471199,0.03922171,0.025504775,0.033077963,0.01622922,0.019100476,-0.052206896,-0.056074154,-0.017506134,-0.019158881,0.0765773,0.028499832,0.03006095,-0.020856839,-0.013371338,0.025647812,-0.054448828,-0.06716853,-0.0003328994,-0.10057154,0.07926141,0.017738316,0.051962677,-0.058910392,0.008321371,-0.161489,-0.08300148,-0.12761232,-0.043137092,0.07841332,-0.020334471,-0.07824722,0.024100648,-0.027990472,0.14758004,-0.037129186,0.051733702,-0.08657704,-0.054686904,0.11078107,0.02291273,0.13040863,0.04238078,0.019007599,-0.01921589,-0.0031602513,-0.027443185,-0.06474696,-0.011590982,-0.12212951,0.11930405,0.042075865,0.03480891,0.033360705,-0.15423478,-0.034500115,-0.0061675366,0.079805925,-0.1602589,0.011345681,0.047416262,-0.053431086,-0.023176078,0.038877245,-0.10770792,-0.070971236,-0.06211887,0.06885554,-0.09272972,0.0060764328,-0.05485904,0.038348656,0.007830174,-0.06906152,-0.07639445,0.06509872,-0.038305525,-0.024684643,0.021872021,-0.08137001,0.034734868,-0.02380006,-0.03610499,-0.0020813681,-0.024504691,-0.0505817,0.16029489,0.02817658,-0.15332031,0.0502455,0.079628296,-0.110772535,-0.058195382,0.08360371,-0.0006355159,-0.00095949834,0.068947,-0.02338138,-0.030545378,-0.018651934,0.009005161,-0.053628344,0.016424876,0.087863594,0.1392436,0.0046317987,0.042274468,-0.08608274,0.058905475,0.14733285,0.008459994,0.07375522,0.04936561,-0.071573876,-0.021241764,-0.013647102,0.12479453,0.031423576,-0.007007243,0.12839976,-0.051384166,0.00838365,19,2
-0.025938557,-0.037519023,-0.005644342,-0.03494194,-0.013537612,0.06161551,-0.10565635,0.06344415,0.021711674,0.11778327,0.058499,-0.021529503,-0.09729543,-0.0724815,0.018595971,-0.045981318,-0.010352749,0.011081804,0.07825439,0.021019988,-0.010181763,-0.05755747,-0.079759836,-0.044997517,-0.028481059,-0.08347233,0.13112625,0.04933036,0.1318189,-0.079508044,0.008112998,-0.20099662,-0.083366215,-0.057631105,-0.07335278,0.120848484,-0.034268912,-0.026094057,0.02181144,-0.01630086,0.20872942,-0.04126466,-0.025087543,-0.05860096,-0.02993119,0.07682771,0.039892096,0.13804752,-0.025765955,0.025609031,-0.06257724,-0.00056083687,-0.08787684,0.045926668,-0.003943048,-0.10803968,0.12313887,0.05385953,0.05023644,0.036014542,-0.18428065,-0.059738018,-0.058317058,0.11452626,-0.11293905,-0.058509387,-0.0005508922,-0.058508594,-0.005180273,0.021888636,-0.16773494,-0.013487734,-0.0338249,0.038631573,-0.08015957,0.03296522,-0.0857735,0.10253884,-0.0250309,-0.06813187,-0.09509191,0.058052182,-0.061515946,-0.030249488,0.02980064,-0.083527304,0.0991719,-0.013155784,-0.019027788,-0.01868571,0.0018518493,-0.032395065,0.17444557,-0.014469974,-0.1413243,0.090480946,0.021732444,-0.12465154,-0.11435302,0.06372095,-0.02616601,-0.061607454,0.011110576,0.010904238,-0.05313588,-0.11583766,-0.009196598,-0.027345166,0.026387483,0.14865223,0.114482105,0.061318856,0.0025209244,-0.14586586,0.085825324,0.19408047,0.019064708,0.07989603,0.058133464,0.0015574573,-0.034983873,-0.018546354,0.15879828,0.023225889,0.06740772,0.15227383,-0.021383572,-0.022536263,23,2
-0.013778264,-0.00631772,-0.02414967,-0.044135503,-0.018091854,0.05549079,-0.10791245,0.026398327,-0.030672528,0.053466424,-0.019439857,-0.009352274,-0.03521844,-0.06315524,-0.0075013936,-0.02448481,0.06002395,0.05285839,0.05184635,-0.00080837496,-0.008270877,-0.02285854,-0.040596005,-0.043306742,0.0042303354,-0.08358136,0.08840296,0.011073327,0.10271341,-0.06628653,0.00236646,-0.20119259,-0.09526639,-0.07757187,-0.06795217,0.07663517,-0.059648424,-0.058811493,0.012455333,0.007059505,0.16912743,-0.030823983,0.0015073158,-0.09269936,-0.0593929,0.085255176,-0.026143383,0.12904063,-0.009928736,0.00093027204,-0.009381543,0.04344403,-0.06437589,0.015494265,0.061514445,-0.09038995,0.10399808,0.037610896,0.025709495,0.065410845,-0.1413897,-0.09750906,0.011749042,0.086663306,-0.110708416,-0.037293375,0.038475145,-0.03562978,0.02061122,-0.0007701041,-0.14847887,-0.027478693,-0.05410567,0.0877286,-0.06810184,0.023877151,-0.07021931,0.0778293,0.0030803452,-0.039831147,-0.060029075,0.09033616,-0.06460649,-0.044477247,0.039431397,-0.05231073,0.051645707,-0.0012543611,-0.021844529,0.010307901,0.006123062,-0.038279273,0.15417188,-0.020049442,-0.12937196,0.06745418,0.061096545,-0.114322826,-0.06619961,0.052682117,0.0034908764,-0.043573268,0.034898825,-0.010574974,-0.039301064,-0.09598754,-0.030810595,-0.06097564,0.020122014,0.07952958,0.1373021,0.049137514,0.010712499,-0.110987544,0.07321368,0.14556207,0.021228664,0.054982733,0.022964332,0.0059319083,-0.05457977,0.016264413,0.14984246,0.015474051,0.050021604,0.1340966,-0.023886256,-0.0046407916,26,2
